Datex;RPM;Temperatura;Potencia;;Dateloco;Date
2024-10-16T16:22:11.496Z;0;20.4;0;;16:22:11.496Z;16:22:11
2024-10-16T16:22:12.495Z;0;20.3;0;;16:22:12.495Z;16:22:12
2024-10-16T16:22:13.493Z;0;20.3;0;;16:22:13.493Z;16:22:13
2024-10-16T16:22:14.493Z;0;20.3;0;;16:22:14.493Z;16:22:14
2024-10-16T16:22:15.492Z;0;20.3;0;;16:22:15.492Z;16:22:15
2024-10-16T16:22:16.493Z;0;20.3;0;;16:22:16.493Z;16:22:16
2024-10-16T16:22:17.492Z;0;20.3;0;;16:22:17.492Z;16:22:17
2024-10-16T16:22:18.492Z;0;20.3;0;;16:22:18.492Z;16:22:18
2024-10-16T16:22:19.493Z;0;20.3;0;;16:22:19.493Z;16:22:19
2024-10-16T16:22:20.493Z;0;20.3;0;;16:22:20.493Z;16:22:20
2024-10-16T16:22:21.493Z;0;20.2;0;;16:22:21.493Z;16:22:21
2024-10-16T16:22:22.492Z;0;20.3;0;;16:22:22.492Z;16:22:22
2024-10-16T16:22:23.492Z;0;20.3;0;;16:22:23.492Z;16:22:23
2024-10-16T16:22:24.492Z;0;20.2;0;;16:22:24.492Z;16:22:24
2024-10-16T16:22:25.494Z;0;20.2;0;;16:22:25.494Z;16:22:25
2024-10-16T16:22:26.495Z;0;20.2;0;;16:22:26.495Z;16:22:26
2024-10-16T16:22:27.491Z;0;20.2;0;;16:22:27.491Z;16:22:27
2024-10-16T16:22:28.503Z;0;20.2;0;;16:22:28.503Z;16:22:28
2024-10-16T16:22:29.494Z;0;20.2;0;;16:22:29.494Z;16:22:29
2024-10-16T16:22:30.499Z;0;20.3;0;;16:22:30.499Z;16:22:30
2024-10-16T16:22:31.504Z;0;20.3;0;;16:22:31.504Z;16:22:31
2024-10-16T16:22:32.508Z;0;20.3;0;;16:22:32.508Z;16:22:32
2024-10-16T16:22:33.498Z;0;20.4;0;;16:22:33.498Z;16:22:33
2024-10-16T16:22:34.500Z;0;20.4;0;;16:22:34.500Z;16:22:34
2024-10-16T16:22:35.509Z;0;20.4;0;;16:22:35.509Z;16:22:35
2024-10-16T16:22:36.499Z;0;20.5;0;;16:22:36.499Z;16:22:36
2024-10-16T16:22:37.503Z;0;20.5;0;;16:22:37.503Z;16:22:37
2024-10-16T16:22:38.508Z;0;20.5;0;;16:22:38.508Z;16:22:38
2024-10-16T16:22:39.491Z;0;20.5;0;;16:22:39.491Z;16:22:39
2024-10-16T16:22:40.497Z;0;20.3;0;;16:22:40.497Z;16:22:40
2024-10-16T16:22:41.510Z;0;20.4;0;;16:22:41.510Z;16:22:41
2024-10-16T16:22:42.499Z;0;20.4;0;;16:22:42.499Z;16:22:42
2024-10-16T16:22:43.504Z;0;20.3;0;;16:22:43.504Z;16:22:43
2024-10-16T16:22:44.509Z;0;20.3;0;;16:22:44.509Z;16:22:44
2024-10-16T16:22:45.498Z;0;20.3;0;;16:22:45.498Z;16:22:45
2024-10-16T16:22:46.503Z;0;20.3;0;;16:22:46.503Z;16:22:46
2024-10-16T16:22:47.497Z;0;20.3;0;;16:22:47.497Z;16:22:47
2024-10-16T16:22:48.499Z;0;20.2;0;;16:22:48.499Z;16:22:48
2024-10-16T16:22:49.491Z;0;20.1;0;;16:22:49.491Z;16:22:49
2024-10-16T16:22:50.507Z;0;20.2;0;;16:22:50.507Z;16:22:50
2024-10-16T16:22:51.498Z;0;20.2;0;;16:22:51.498Z;16:22:51
2024-10-16T16:22:52.503Z;0;20.2;0;;16:22:52.503Z;16:22:52
2024-10-16T16:22:53.490Z;0;20.2;0;;16:22:53.490Z;16:22:53
2024-10-16T16:22:54.499Z;0;20.3;0;;16:22:54.499Z;16:22:54
2024-10-16T16:22:55.490Z;0;20.3;0;;16:22:55.490Z;16:22:55
2024-10-16T16:22:56.509Z;0;20.3;0;;16:22:56.509Z;16:22:56
2024-10-16T16:22:57.490Z;0;20.3;0;;16:22:57.490Z;16:22:57
2024-10-16T16:22:58.503Z;0;20.4;0;;16:22:58.503Z;16:22:58
2024-10-16T16:22:59.490Z;0;20.5;0;;16:22:59.490Z;16:22:59
2024-10-16T16:23:00.499Z;0;20.5;0;;16:23:00.499Z;16:23:00
2024-10-16T16:23:01.501Z;0;20.5;0;;16:23:01.501Z;16:23:01
2024-10-16T16:23:02.508Z;0;20.4;0;;16:23:02.508Z;16:23:02
2024-10-16T16:23:03.489Z;0;20.4;0;;16:23:03.489Z;16:23:03
2024-10-16T16:23:04.503Z;0;20.3;0;;16:23:04.503Z;16:23:04
2024-10-16T16:23:05.490Z;0;20.3;0;;16:23:05.490Z;16:23:05
2024-10-16T16:23:06.489Z;0;20.3;0;;16:23:06.489Z;16:23:06
2024-10-16T16:23:07.504Z;0;20.3;0;;16:23:07.504Z;16:23:07
2024-10-16T16:23:08.489Z;0;20.2;0;;16:23:08.489Z;16:23:08
2024-10-16T16:23:09.498Z;0;20.3;0;;16:23:09.498Z;16:23:09
2024-10-16T16:23:10.495Z;0;20.2;0;;16:23:10.495Z;16:23:10
2024-10-16T16:23:11.509Z;0;20.2;0;;16:23:11.509Z;16:23:11
2024-10-16T16:23:12.499Z;0;20.3;0;;16:23:12.499Z;16:23:12
2024-10-16T16:23:13.489Z;0;20.3;0;;16:23:13.489Z;16:23:13
2024-10-16T16:23:14.493Z;0;20.3;0;;16:23:14.493Z;16:23:14
2024-10-16T16:23:15.493Z;0;20.3;0;;16:23:15.493Z;16:23:15
2024-10-16T16:23:16.504Z;0;20.3;0;;16:23:16.504Z;16:23:16
2024-10-16T16:23:17.509Z;0;20.4;0;;16:23:17.509Z;16:23:17
2024-10-16T16:23:18.489Z;0;20.4;0;;16:23:18.489Z;16:23:18
2024-10-16T16:23:19.489Z;0;20.4;0;;16:23:19.489Z;16:23:19
2024-10-16T16:23:20.509Z;0;20.4;0;;16:23:20.509Z;16:23:20
2024-10-16T16:23:21.488Z;0;20.4;0;;16:23:21.488Z;16:23:21
2024-10-16T16:23:22.489Z;0;20.3;0;;16:23:22.489Z;16:23:22
2024-10-16T16:23:23.489Z;0;20.3;0;;16:23:23.489Z;16:23:23
2024-10-16T16:23:24.499Z;0;20.2;0;;16:23:24.499Z;16:23:24
2024-10-16T16:23:25.503Z;0;20.3;0;;16:23:25.503Z;16:23:25
2024-10-16T16:23:26.509Z;0;20.3;0;;16:23:26.509Z;16:23:26
2024-10-16T16:23:27.488Z;0;20.2;0;;16:23:27.488Z;16:23:27
2024-10-16T16:23:28.503Z;0;20.2;0;;16:23:28.503Z;16:23:28
2024-10-16T16:23:29.510Z;0;20.3;0;;16:23:29.510Z;16:23:29
2024-10-16T16:23:30.498Z;0;20.2;0;;16:23:30.498Z;16:23:30
2024-10-16T16:23:31.504Z;0;20.2;0;;16:23:31.504Z;16:23:31
2024-10-16T16:23:32.509Z;0;20.3;0;;16:23:32.509Z;16:23:32
2024-10-16T16:23:33.499Z;0;20.3;0;;16:23:33.499Z;16:23:33
2024-10-16T16:23:34.504Z;0;20.3;0;;16:23:34.504Z;16:23:34
2024-10-16T16:23:35.494Z;0;20.3;0;;16:23:35.494Z;16:23:35
2024-10-16T16:23:36.499Z;0;20.3;0;;16:23:36.499Z;16:23:36
2024-10-16T16:23:37.504Z;0;20.3;0;;16:23:37.504Z;16:23:37
2024-10-16T16:23:38.487Z;0;20.4;0;;16:23:38.487Z;16:23:38
2024-10-16T16:23:39.500Z;0;20.4;0;;16:23:39.500Z;16:23:39
2024-10-16T16:23:40.506Z;0;20.4;0;;16:23:40.506Z;16:23:40
2024-10-16T16:23:41.494Z;0;20.4;0;;16:23:41.494Z;16:23:41
2024-10-16T16:23:42.499Z;0;20.4;0;;16:23:42.499Z;16:23:42
2024-10-16T16:23:43.497Z;0;20.5;0;;16:23:43.497Z;16:23:43
2024-10-16T16:23:44.494Z;0;20.5;0;;16:23:44.494Z;16:23:44
2024-10-16T16:23:45.499Z;0;20.5;0;;16:23:45.499Z;16:23:45
2024-10-16T16:23:46.500Z;0;20.5;0;;16:23:46.500Z;16:23:46
2024-10-16T16:23:47.494Z;0;20.4;0;;16:23:47.494Z;16:23:47
2024-10-16T16:23:48.499Z;0;20.4;0;;16:23:48.499Z;16:23:48
2024-10-16T16:23:49.487Z;0;20.3;0;;16:23:49.487Z;16:23:49
2024-10-16T16:23:50.509Z;0;20.4;0;;16:23:50.509Z;16:23:50
2024-10-16T16:23:51.499Z;0;20.4;0;;16:23:51.499Z;16:23:51
2024-10-16T16:23:52.505Z;0;20.4;0;;16:23:52.505Z;16:23:52
2024-10-16T16:23:53.494Z;0;20.4;0;;16:23:53.494Z;16:23:53
2024-10-16T16:23:54.486Z;0;20.4;0;;16:23:54.486Z;16:23:54
2024-10-16T16:23:55.491Z;0;20.5;0;;16:23:55.491Z;16:23:55
2024-10-16T16:23:56.494Z;0;20.5;0;;16:23:56.494Z;16:23:56
2024-10-16T16:23:57.494Z;0;20.5;0;;16:23:57.494Z;16:23:57
2024-10-16T16:23:58.504Z;0;20.5;0;;16:23:58.504Z;16:23:58
2024-10-16T16:23:59.487Z;0;20.5;0;;16:23:59.487Z;16:23:59
2024-10-16T16:24:00.499Z;0;20.5;0;;16:24:00.499Z;16:24:00
2024-10-16T16:24:01.501Z;0;20.5;0;;16:24:01.501Z;16:24:01
2024-10-16T16:24:02.494Z;0;20.5;0;;16:24:02.494Z;16:24:02
2024-10-16T16:24:03.498Z;0;20.5;0;;16:24:03.498Z;16:24:03
2024-10-16T16:24:04.487Z;0;20.4;0;;16:24:04.487Z;16:24:04
2024-10-16T16:24:05.494Z;0;20.4;0;;16:24:05.494Z;16:24:05
2024-10-16T16:24:06.487Z;0;20.4;0;;16:24:06.487Z;16:24:06
2024-10-16T16:24:07.504Z;0;20.4;0;;16:24:07.504Z;16:24:07
2024-10-16T16:24:08.486Z;0;20.4;0;;16:24:08.486Z;16:24:08
2024-10-16T16:24:09.498Z;0;20.5;0;;16:24:09.498Z;16:24:09
2024-10-16T16:24:10.500Z;0;20.5;0;;16:24:10.500Z;16:24:10
2024-10-16T16:24:11.494Z;0;20.4;0;;16:24:11.494Z;16:24:11
2024-10-16T16:24:12.491Z;0;20.4;0;;16:24:12.491Z;16:24:12
2024-10-16T16:24:13.487Z;0;20.4;0;;16:24:13.487Z;16:24:13
2024-10-16T16:24:14.494Z;0;20.5;0;;16:24:14.494Z;16:24:14
2024-10-16T16:24:15.486Z;0;20.5;0;;16:24:15.486Z;16:24:15
2024-10-16T16:24:16.504Z;0;20.5;0;;16:24:16.504Z;16:24:16
2024-10-16T16:24:17.486Z;0;20.5;0;;16:24:17.486Z;16:24:17
2024-10-16T16:24:18.499Z;0;20.5;0;;16:24:18.499Z;16:24:18
2024-10-16T16:24:19.485Z;0;20.5;0;;16:24:19.485Z;16:24:19
2024-10-16T16:24:20.485Z;0;20.5;0;;16:24:20.485Z;16:24:20
2024-10-16T16:24:21.485Z;0;20.6;0;;16:24:21.485Z;16:24:21
2024-10-16T16:24:22.485Z;0;20.6;0;;16:24:22.485Z;16:24:22
2024-10-16T16:24:23.484Z;0;20.6;0;;16:24:23.484Z;16:24:23
2024-10-16T16:24:24.485Z;0;20.6;0;;16:24:24.485Z;16:24:24
2024-10-16T16:24:25.485Z;0;20.6;0;;16:24:25.485Z;16:24:25
2024-10-16T16:24:26.493Z;0;20.5;0;;16:24:26.493Z;16:24:26
2024-10-16T16:24:27.499Z;0;20.5;0;;16:24:27.499Z;16:24:27
2024-10-16T16:24:28.484Z;0;20.6;0;;16:24:28.484Z;16:24:28
2024-10-16T16:24:29.488Z;0;20.6;0;;16:24:29.488Z;16:24:29
2024-10-16T16:24:30.484Z;0;20.6;0;;16:24:30.484Z;16:24:30
2024-10-16T16:24:31.484Z;0;20.6;0;;16:24:31.484Z;16:24:31
2024-10-16T16:24:32.484Z;0;20.5;0;;16:24:32.484Z;16:24:32
2024-10-16T16:24:33.485Z;0;20.5;0;;16:24:33.485Z;16:24:33
2024-10-16T16:24:34.483Z;0;20.4;0;;16:24:34.483Z;16:24:34
2024-10-16T16:24:35.494Z;0;20.4;0;;16:24:35.494Z;16:24:35
2024-10-16T16:24:36.485Z;0;20.5;0;;16:24:36.485Z;16:24:36
2024-10-16T16:24:37.504Z;0;20.5;0;;16:24:37.504Z;16:24:37
2024-10-16T16:24:38.494Z;0;20.5;0;;16:24:38.494Z;16:24:38
2024-10-16T16:24:39.484Z;0;20.5;0;;16:24:39.484Z;16:24:39
2024-10-16T16:24:40.489Z;0;20.5;0;;16:24:40.489Z;16:24:40
2024-10-16T16:24:41.485Z;0;20.4;0;;16:24:41.485Z;16:24:41
2024-10-16T16:24:42.486Z;0;20.4;0;;16:24:42.486Z;16:24:42
2024-10-16T16:24:43.504Z;0;20.5;0;;16:24:43.504Z;16:24:43
2024-10-16T16:24:44.484Z;0;20.5;0;;16:24:44.484Z;16:24:44
2024-10-16T16:24:45.499Z;0;20.5;0;;16:24:45.499Z;16:24:45
2024-10-16T16:24:46.494Z;0;20.5;0;;16:24:46.494Z;16:24:46
2024-10-16T16:24:47.493Z;0;20.5;0;;16:24:47.493Z;16:24:47
2024-10-16T16:24:48.485Z;0;20.6;0;;16:24:48.485Z;16:24:48
2024-10-16T16:24:49.484Z;0;20.6;0;;16:24:49.484Z;16:24:49
2024-10-16T16:24:50.483Z;0;20.5;0;;16:24:50.483Z;16:24:50
2024-10-16T16:24:51.484Z;0;20.5;0;;16:24:51.484Z;16:24:51
2024-10-16T16:24:52.503Z;0;20.6;0;;16:24:52.503Z;16:24:52
2024-10-16T16:24:53.483Z;0;20.6;0;;16:24:53.483Z;16:24:53
2024-10-16T16:24:54.498Z;0;20.6;0;;16:24:54.498Z;16:24:54
2024-10-16T16:24:55.503Z;0;20.6;0;;16:24:55.503Z;16:24:55
2024-10-16T16:24:56.483Z;0;20.7;0;;16:24:56.483Z;16:24:56
2024-10-16T16:24:57.483Z;0;20.6;0;;16:24:57.483Z;16:24:57
2024-10-16T16:24:58.485Z;0;20.6;0;;16:24:58.485Z;16:24:58
2024-10-16T16:24:59.494Z;0;20.5;0;;16:24:59.494Z;16:24:59
2024-10-16T16:25:00.499Z;0;20.5;0;;16:25:00.499Z;16:25:00
2024-10-16T16:25:01.503Z;0;20.5;0;;16:25:01.503Z;16:25:01
2024-10-16T16:25:02.494Z;0;20.5;0;;16:25:02.494Z;16:25:02
2024-10-16T16:25:03.499Z;0;20.4;0;;16:25:03.499Z;16:25:03
2024-10-16T16:25:04.489Z;0;20.4;0;;16:25:04.489Z;16:25:04
2024-10-16T16:25:05.493Z;0;20.3;0;;16:25:05.493Z;16:25:05
2024-10-16T16:25:06.498Z;0;20.3;0;;16:25:06.498Z;16:25:06
2024-10-16T16:25:07.485Z;0;20.4;0;;16:25:07.485Z;16:25:07
2024-10-16T16:25:08.494Z;0;20.4;0;;16:25:08.494Z;16:25:08
2024-10-16T16:25:09.482Z;0;20.4;0;;16:25:09.482Z;16:25:09
2024-10-16T16:25:10.483Z;0;20.5;0;;16:25:10.483Z;16:25:10
2024-10-16T16:25:11.482Z;0;20.6;0;;16:25:11.482Z;16:25:11
2024-10-16T16:25:12.482Z;0;20.6;0;;16:25:12.482Z;16:25:12
2024-10-16T16:25:13.482Z;0;20.6;0;;16:25:13.482Z;16:25:13
2024-10-16T16:25:14.482Z;0;20.6;0;;16:25:14.482Z;16:25:14
2024-10-16T16:25:15.482Z;0;20.6;0;;16:25:15.482Z;16:25:15
2024-10-16T16:25:16.481Z;0;20.6;0;;16:25:16.481Z;16:25:16
2024-10-16T16:25:17.482Z;0;20.6;0;;16:25:17.482Z;16:25:17
2024-10-16T16:25:18.482Z;0;20.6;0;;16:25:18.482Z;16:25:18
2024-10-16T16:25:19.481Z;0;20.6;0;;16:25:19.481Z;16:25:19
2024-10-16T16:25:20.481Z;0;20.6;0;;16:25:20.481Z;16:25:20
2024-10-16T16:25:21.482Z;0;20.5;0;;16:25:21.482Z;16:25:21
2024-10-16T16:25:22.481Z;0;20.5;0;;16:25:22.481Z;16:25:22
2024-10-16T16:25:23.481Z;0;20.6;0;;16:25:23.481Z;16:25:23
2024-10-16T16:25:24.482Z;0;20.6;0;;16:25:24.482Z;16:25:24
2024-10-16T16:25:25.481Z;0;20.6;0;;16:25:25.481Z;16:25:25
2024-10-16T16:25:26.482Z;0;20.6;0;;16:25:26.482Z;16:25:26
2024-10-16T16:25:27.481Z;0;20.6;0;;16:25:27.481Z;16:25:27
2024-10-16T16:25:28.481Z;0;20.6;0;;16:25:28.481Z;16:25:28
2024-10-16T16:25:29.481Z;0;20.6;0;;16:25:29.481Z;16:25:29
2024-10-16T16:25:30.481Z;0;20.7;0;;16:25:30.481Z;16:25:30
2024-10-16T16:25:31.481Z;0;20.7;0;;16:25:31.481Z;16:25:31
2024-10-16T16:25:32.481Z;0;20.7;0;;16:25:32.481Z;16:25:32
2024-10-16T16:25:33.481Z;0;20.7;0;;16:25:33.481Z;16:25:33
2024-10-16T16:25:34.481Z;0;20.6;0;;16:25:34.481Z;16:25:34
2024-10-16T16:25:35.481Z;0;20.7;0;;16:25:35.481Z;16:25:35
2024-10-16T16:25:36.480Z;0;20.7;0;;16:25:36.480Z;16:25:36
2024-10-16T16:25:37.481Z;0;20.7;0;;16:25:37.481Z;16:25:37
2024-10-16T16:25:38.480Z;0;20.6;0;;16:25:38.480Z;16:25:38
2024-10-16T16:25:39.480Z;0;20.6;0;;16:25:39.480Z;16:25:39
2024-10-16T16:25:40.480Z;0;20.6;0;;16:25:40.480Z;16:25:40
2024-10-16T16:25:41.480Z;0;20.5;0;;16:25:41.480Z;16:25:41
2024-10-16T16:25:42.481Z;0;20.5;0;;16:25:42.481Z;16:25:42
2024-10-16T16:25:43.480Z;0;20.5;0;;16:25:43.480Z;16:25:43
2024-10-16T16:25:44.480Z;0;20.5;0;;16:25:44.480Z;16:25:44
2024-10-16T16:25:45.480Z;0;20.5;0;;16:25:45.480Z;16:25:45
2024-10-16T16:25:46.481Z;0;20.5;0;;16:25:46.481Z;16:25:46
2024-10-16T16:25:47.481Z;0;20.5;0;;16:25:47.481Z;16:25:47
2024-10-16T16:25:48.480Z;0;20.5;0;;16:25:48.480Z;16:25:48
2024-10-16T16:25:49.481Z;0;20.5;0;;16:25:49.481Z;16:25:49
2024-10-16T16:25:50.479Z;0;20.5;0;;16:25:50.479Z;16:25:50
2024-10-16T16:25:51.480Z;0;20.5;0;;16:25:51.480Z;16:25:51
2024-10-16T16:25:52.480Z;0;20.5;0;;16:25:52.480Z;16:25:52
2024-10-16T16:25:53.480Z;0;20.5;0;;16:25:53.480Z;16:25:53
2024-10-16T16:25:54.479Z;0;20.6;0;;16:25:54.479Z;16:25:54
2024-10-16T16:25:55.480Z;0;20.6;0;;16:25:55.480Z;16:25:55
2024-10-16T16:25:56.480Z;0;20.5;0;;16:25:56.480Z;16:25:56
2024-10-16T16:25:57.479Z;0;20.5;0;;16:25:57.479Z;16:25:57
2024-10-16T16:25:58.480Z;0;20.5;0;;16:25:58.480Z;16:25:58
2024-10-16T16:25:59.480Z;0;20.5;0;;16:25:59.480Z;16:25:59
2024-10-16T16:26:00.480Z;0;20.5;0;;16:26:00.480Z;16:26:00
2024-10-16T16:26:01.479Z;0;20.7;0;;16:26:01.479Z;16:26:01
2024-10-16T16:26:02.479Z;0;20.6;0;;16:26:02.479Z;16:26:02
2024-10-16T16:26:03.480Z;0;20.7;0;;16:26:03.480Z;16:26:03
2024-10-16T16:26:04.479Z;0;20.7;0;;16:26:04.479Z;16:26:04
2024-10-16T16:26:05.479Z;0;20.7;0;;16:26:05.479Z;16:26:05
2024-10-16T16:26:06.479Z;0;20.7;0;;16:26:06.479Z;16:26:06
2024-10-16T16:26:07.479Z;0;20.7;0;;16:26:07.479Z;16:26:07
2024-10-16T16:26:08.479Z;0;20.8;0;;16:26:08.479Z;16:26:08
2024-10-16T16:26:09.481Z;0;20.8;0;;16:26:09.481Z;16:26:09
2024-10-16T16:26:10.478Z;0;20.8;0;;16:26:10.478Z;16:26:10
2024-10-16T16:26:11.479Z;0;20.7;0;;16:26:11.479Z;16:26:11
2024-10-16T16:26:12.480Z;0;20.7;0;;16:26:12.480Z;16:26:12
2024-10-16T16:26:13.479Z;0;20.7;0;;16:26:13.479Z;16:26:13
2024-10-16T16:26:14.479Z;0;20.7;0;;16:26:14.479Z;16:26:14
2024-10-16T16:26:15.479Z;0;20.6;0;;16:26:15.479Z;16:26:15
2024-10-16T16:26:16.479Z;0;20.7;0;;16:26:16.479Z;16:26:16
2024-10-16T16:26:17.479Z;0;20.7;0;;16:26:17.479Z;16:26:17
2024-10-16T16:26:18.478Z;0;20.7;0;;16:26:18.478Z;16:26:18
2024-10-16T16:26:19.480Z;0;20.8;0;;16:26:19.480Z;16:26:19
2024-10-16T16:26:20.479Z;0;20.7;0;;16:26:20.479Z;16:26:20
2024-10-16T16:26:21.479Z;0;20.7;0;;16:26:21.479Z;16:26:21
2024-10-16T16:26:22.478Z;0;20.7;0;;16:26:22.478Z;16:26:22
2024-10-16T16:26:23.479Z;0;20.7;0;;16:26:23.479Z;16:26:23
2024-10-16T16:26:24.479Z;0;20.8;0;;16:26:24.479Z;16:26:24
2024-10-16T16:26:25.479Z;0;20.8;0;;16:26:25.479Z;16:26:25
2024-10-16T16:26:26.478Z;0;20.7;0;;16:26:26.478Z;16:26:26
2024-10-16T16:26:27.478Z;0;20.7;0;;16:26:27.478Z;16:26:27
2024-10-16T16:26:28.479Z;0;20.7;0;;16:26:28.479Z;16:26:28
2024-10-16T16:26:29.479Z;0;20.7;0;;16:26:29.479Z;16:26:29
2024-10-16T16:26:30.478Z;0;20.7;0;;16:26:30.478Z;16:26:30
2024-10-16T16:26:31.478Z;0;20.7;0;;16:26:31.478Z;16:26:31
2024-10-16T16:26:32.478Z;0;20.7;0;;16:26:32.478Z;16:26:32
2024-10-16T16:26:33.477Z;0;20.6;0;;16:26:33.477Z;16:26:33
2024-10-16T16:26:34.477Z;0;20.6;0;;16:26:34.477Z;16:26:34
2024-10-16T16:26:35.478Z;0;20.7;0;;16:26:35.478Z;16:26:35
2024-10-16T16:26:36.478Z;0;20.7;0;;16:26:36.478Z;16:26:36
2024-10-16T16:26:37.478Z;0;20.7;0;;16:26:37.478Z;16:26:37
2024-10-16T16:26:38.477Z;0;20.6;0;;16:26:38.477Z;16:26:38
2024-10-16T16:26:39.478Z;0;20.6;0;;16:26:39.478Z;16:26:39
2024-10-16T16:26:40.477Z;0;20.6;0;;16:26:40.477Z;16:26:40
2024-10-16T16:26:41.477Z;0;20.6;0;;16:26:41.477Z;16:26:41
2024-10-16T16:26:42.477Z;0;20.6;0;;16:26:42.477Z;16:26:42
2024-10-16T16:26:43.478Z;0;20.6;0;;16:26:43.478Z;16:26:43
2024-10-16T16:26:44.478Z;0;20.5;0;;16:26:44.478Z;16:26:44
2024-10-16T16:26:45.477Z;0;20.5;0;;16:26:45.477Z;16:26:45
2024-10-16T16:26:46.477Z;0;20.5;0;;16:26:46.477Z;16:26:46
2024-10-16T16:26:47.477Z;0;20.5;0.36;;16:26:47.477Z;16:26:47
2024-10-16T16:26:48.477Z;0;20.6;3.72;;16:26:48.477Z;16:26:48
2024-10-16T16:26:49.476Z;0;20.6;3.72;;16:26:49.476Z;16:26:49
2024-10-16T16:26:50.477Z;0;20.6;3.72;;16:26:50.477Z;16:26:50
2024-10-16T16:26:51.478Z;0;20.7;3.72;;16:26:51.478Z;16:26:51
2024-10-16T16:26:52.477Z;0;20.7;3.72;;16:26:52.477Z;16:26:52
2024-10-16T16:26:53.477Z;0;21;3.72;;16:26:53.477Z;16:26:53
2024-10-16T16:26:54.477Z;0;21.1;3.72;;16:26:54.477Z;16:26:54
2024-10-16T16:26:55.477Z;0;21.1;3.72;;16:26:55.477Z;16:26:55
2024-10-16T16:26:56.476Z;0;21.1;3.72;;16:26:56.476Z;16:26:56
2024-10-16T16:26:57.477Z;0;21.1;3.72;;16:26:57.477Z;16:26:57
2024-10-16T16:26:58.476Z;0;21.1;3.72;;16:26:58.476Z;16:26:58
2024-10-16T16:26:59.476Z;0;21.1;3.72;;16:26:59.476Z;16:26:59
2024-10-16T16:27:00.477Z;0;21.1;3.72;;16:27:00.477Z;16:27:00
2024-10-16T16:27:01.476Z;0;21.1;3.72;;16:27:01.476Z;16:27:01
2024-10-16T16:27:02.476Z;0;21;3.72;;16:27:02.476Z;16:27:02
2024-10-16T16:27:03.476Z;0;20.9;3.72;;16:27:03.476Z;16:27:03
2024-10-16T16:27:04.477Z;0;21.1;3.72;;16:27:04.477Z;16:27:04
2024-10-16T16:27:05.478Z;0;21.1;3.72;;16:27:05.478Z;16:27:05
2024-10-16T16:27:06.476Z;0;21.1;3.72;;16:27:06.476Z;16:27:06
2024-10-16T16:27:07.477Z;0;21.1;3.72;;16:27:07.477Z;16:27:07
2024-10-16T16:27:08.479Z;0;21.2;3.72;;16:27:08.479Z;16:27:08
2024-10-16T16:27:09.476Z;0;21.5;3.72;;16:27:09.476Z;16:27:09
2024-10-16T16:27:10.476Z;0;21.7;3.72;;16:27:10.476Z;16:27:10
2024-10-16T16:27:11.476Z;0;21.7;3.72;;16:27:11.476Z;16:27:11
2024-10-16T16:27:12.484Z;0;21.8;3.72;;16:27:12.484Z;16:27:12
2024-10-16T16:27:13.478Z;0;21.8;3.72;;16:27:13.478Z;16:27:13
2024-10-16T16:27:14.479Z;0;21.5;3.72;;16:27:14.479Z;16:27:14
2024-10-16T16:27:15.481Z;0;21.8;3.72;;16:27:15.481Z;16:27:15
2024-10-16T16:27:16.478Z;0;21.8;3.72;;16:27:16.478Z;16:27:16
2024-10-16T16:27:17.478Z;0;21.9;3.72;;16:27:17.478Z;16:27:17
2024-10-16T16:27:18.478Z;0;21.9;3.72;;16:27:18.478Z;16:27:18
2024-10-16T16:27:19.478Z;0;21.7;3.72;;16:27:19.478Z;16:27:19
2024-10-16T16:27:20.493Z;0;21.4;3.72;;16:27:20.493Z;16:27:20
2024-10-16T16:27:21.476Z;0;21.7;3.72;;16:27:21.476Z;16:27:21
2024-10-16T16:27:22.477Z;0;21.7;3.72;;16:27:22.477Z;16:27:22
2024-10-16T16:27:23.485Z;0;21.6;3.72;;16:27:23.485Z;16:27:23
2024-10-16T16:27:24.476Z;0;21.7;3.72;;16:27:24.476Z;16:27:24
2024-10-16T16:27:25.477Z;0;21.5;3.72;;16:27:25.477Z;16:27:25
2024-10-16T16:27:26.492Z;0;21.8;3.72;;16:27:26.492Z;16:27:26
2024-10-16T16:27:27.477Z;0;21.8;3.72;;16:27:27.477Z;16:27:27
2024-10-16T16:27:28.475Z;0;21.8;3.72;;16:27:28.475Z;16:27:28
2024-10-16T16:27:29.477Z;0;21.8;3.72;;16:27:29.477Z;16:27:29
2024-10-16T16:27:30.540Z;0;21.9;3.72;;16:27:30.540Z;16:27:30
2024-10-16T16:27:31.476Z;0;21.7;3.72;;16:27:31.476Z;16:27:31
2024-10-16T16:27:32.476Z;0;21.7;3.72;;16:27:32.476Z;16:27:32
2024-10-16T16:27:33.484Z;0;21.8;3.72;;16:27:33.484Z;16:27:33
2024-10-16T16:27:34.490Z;0;22.1;3.72;;16:27:34.490Z;16:27:34
2024-10-16T16:27:35.476Z;0;22.2;3.72;;16:27:35.476Z;16:27:35
2024-10-16T16:27:36.485Z;0;21.9;3.72;;16:27:36.485Z;16:27:36
2024-10-16T16:27:37.491Z;0;22;3.72;;16:27:37.491Z;16:27:37
2024-10-16T16:27:38.474Z;0;22;3.72;;16:27:38.474Z;16:27:38
2024-10-16T16:27:39.484Z;0;22.4;3.72;;16:27:39.484Z;16:27:39
2024-10-16T16:27:40.490Z;0;22.7;3.72;;16:27:40.490Z;16:27:40
