Datex;RPM;Temperatura;Potencia;;Dateloco;Date
2024-10-16T16:34:44.464Z;0;22.6;3.72;;16:34:44.464Z;16:34:44
2024-10-16T16:34:45.454Z;0;22.7;3.72;;16:34:45.454Z;16:34:45
2024-10-16T16:34:46.460Z;0;22.6;3.72;;16:34:46.460Z;16:34:46
2024-10-16T16:34:47.454Z;0;22.6;3.72;;16:34:47.454Z;16:34:47
2024-10-16T16:34:48.469Z;0;22.8;3.72;;16:34:48.469Z;16:34:48
2024-10-16T16:34:49.460Z;0;22.8;3.72;;16:34:49.460Z;16:34:49
2024-10-16T16:34:50.460Z;0;22.7;3.72;;16:34:50.460Z;16:34:50
2024-10-16T16:34:51.453Z;0;22.7;3.72;;16:34:51.453Z;16:34:51
2024-10-16T16:34:52.460Z;0;22.7;3.72;;16:34:52.460Z;16:34:52
2024-10-16T16:34:53.465Z;0;22.9;3.72;;16:34:53.465Z;16:34:53
2024-10-16T16:34:54.449Z;0;23.1;3.72;;16:34:54.449Z;16:34:54
2024-10-16T16:34:55.460Z;0;23;3.72;;16:34:55.460Z;16:34:55
2024-10-16T16:34:56.451Z;0;23.1;3.72;;16:34:56.451Z;16:34:56
2024-10-16T16:34:57.450Z;0;23.1;3.72;;16:34:57.450Z;16:34:57
2024-10-16T16:34:58.450Z;0;22.9;3.72;;16:34:58.450Z;16:34:58
2024-10-16T16:34:59.465Z;0;23.1;3.72;;16:34:59.465Z;16:34:59
2024-10-16T16:35:00.455Z;0;23.1;3.72;;16:35:00.455Z;16:35:00
2024-10-16T16:35:01.459Z;0;23.2;3.72;;16:35:01.459Z;16:35:01
2024-10-16T16:35:02.465Z;0;23.2;3.72;;16:35:02.465Z;16:35:02
2024-10-16T16:35:03.454Z;0;23;3.72;;16:35:03.454Z;16:35:03
2024-10-16T16:35:04.449Z;0;23.1;3.72;;16:35:04.449Z;16:35:04
2024-10-16T16:35:05.460Z;0;23.3;3.72;;16:35:05.460Z;16:35:05
2024-10-16T16:35:06.448Z;0;23.3;3.72;;16:35:06.448Z;16:35:06
2024-10-16T16:35:07.450Z;0;23.2;3.72;;16:35:07.450Z;16:35:07
2024-10-16T16:35:08.448Z;0;23.2;3.72;;16:35:08.448Z;16:35:08
2024-10-16T16:35:09.449Z;0;23;3.72;;16:35:09.449Z;16:35:09
2024-10-16T16:35:10.448Z;0;23.2;3.72;;16:35:10.448Z;16:35:10
2024-10-16T16:35:11.448Z;0;23.2;3.72;;16:35:11.448Z;16:35:11
2024-10-16T16:35:12.450Z;0;23.2;3.72;;16:35:12.450Z;16:35:12
2024-10-16T16:35:13.449Z;0;23.2;3.72;;16:35:13.449Z;16:35:13
2024-10-16T16:35:14.448Z;0;23;3.72;;16:35:14.448Z;16:35:14
2024-10-16T16:35:15.447Z;0;22.7;3.72;;16:35:15.447Z;16:35:15
2024-10-16T16:35:16.449Z;0;22.7;3.72;;16:35:16.449Z;16:35:16
2024-10-16T16:35:17.447Z;0;22.7;3.72;;16:35:17.447Z;16:35:17
2024-10-16T16:35:18.449Z;0;22.7;3.72;;16:35:18.449Z;16:35:18
2024-10-16T16:35:19.448Z;0;22.7;3.72;;16:35:19.448Z;16:35:19
2024-10-16T16:35:20.448Z;0;22.4;3.72;;16:35:20.448Z;16:35:20
2024-10-16T16:35:21.450Z;0;22.4;3.72;;16:35:21.450Z;16:35:21
2024-10-16T16:35:22.447Z;0;22.3;3.72;;16:35:22.447Z;16:35:22
2024-10-16T16:35:23.448Z;0;22.6;3.72;;16:35:23.448Z;16:35:23
2024-10-16T16:35:24.447Z;0;22.5;3.72;;16:35:24.447Z;16:35:24
2024-10-16T16:35:25.449Z;0;22.5;3.72;;16:35:25.449Z;16:35:25
2024-10-16T16:35:26.448Z;0;22.5;3.72;;16:35:26.448Z;16:35:26
2024-10-16T16:35:27.449Z;0;22.5;3.72;;16:35:27.449Z;16:35:27
2024-10-16T16:35:28.449Z;0;22.5;3.72;;16:35:28.449Z;16:35:28
2024-10-16T16:35:29.449Z;0;22.8;3.72;;16:35:29.449Z;16:35:29
2024-10-16T16:35:30.446Z;0;22.9;3.72;;16:35:30.446Z;16:35:30
2024-10-16T16:35:31.448Z;0;22.9;3.72;;16:35:31.448Z;16:35:31
2024-10-16T16:35:32.449Z;0;23;3.72;;16:35:32.449Z;16:35:32
2024-10-16T16:35:33.448Z;0;22.7;3.72;;16:35:33.448Z;16:35:33
2024-10-16T16:35:34.449Z;0;23;3.72;;16:35:34.449Z;16:35:34
2024-10-16T16:35:35.447Z;0;23.2;3.72;;16:35:35.447Z;16:35:35
2024-10-16T16:35:36.447Z;0;23.2;3.72;;16:35:36.447Z;16:35:36
2024-10-16T16:35:37.449Z;0;23.2;3.72;;16:35:37.449Z;16:35:37
2024-10-16T16:35:38.448Z;0;23.3;3.72;;16:35:38.448Z;16:35:38
2024-10-16T16:35:39.447Z;0;23;3.72;;16:35:39.447Z;16:35:39
2024-10-16T16:35:40.446Z;0;23.2;3.72;;16:35:40.446Z;16:35:40
2024-10-16T16:35:41.446Z;0;23.1;3.72;;16:35:41.446Z;16:35:41
2024-10-16T16:35:42.446Z;0;23.1;3.72;;16:35:42.446Z;16:35:42
2024-10-16T16:35:43.447Z;0;23.1;3.72;;16:35:43.447Z;16:35:43
2024-10-16T16:35:44.446Z;0;22.9;3.72;;16:35:44.446Z;16:35:44
2024-10-16T16:35:45.447Z;0;23;3.72;;16:35:45.447Z;16:35:45
2024-10-16T16:35:46.447Z;0;23.1;3.72;;16:35:46.447Z;16:35:46
2024-10-16T16:35:47.447Z;0;23.1;3.72;;16:35:47.447Z;16:35:47
2024-10-16T16:35:48.448Z;0;23.1;3.72;;16:35:48.448Z;16:35:48
2024-10-16T16:35:49.447Z;0;23.2;3.72;;16:35:49.447Z;16:35:49
2024-10-16T16:35:50.447Z;0;23;3.72;;16:35:50.447Z;16:35:50
2024-10-16T16:35:51.447Z;0;23.2;3.72;;16:35:51.447Z;16:35:51
2024-10-16T16:35:52.446Z;0;23.2;3.72;;16:35:52.446Z;16:35:52
2024-10-16T16:35:53.446Z;0;23.2;3.72;;16:35:53.446Z;16:35:53
2024-10-16T16:35:54.448Z;0;23.2;3.72;;16:35:54.448Z;16:35:54
2024-10-16T16:35:55.446Z;0;23;3.72;;16:35:55.446Z;16:35:55
2024-10-16T16:35:56.447Z;0;22.8;3.72;;16:35:56.447Z;16:35:56
2024-10-16T16:35:57.448Z;0;22.8;3.72;;16:35:57.448Z;16:35:57
2024-10-16T16:35:58.445Z;0;22.9;3.72;;16:35:58.445Z;16:35:58
2024-10-16T16:35:59.446Z;0;23.3;3.72;;16:35:59.446Z;16:35:59
2024-10-16T16:36:00.446Z;0;23.3;3.72;;16:36:00.446Z;16:36:00
2024-10-16T16:36:01.445Z;0;23.1;3.72;;16:36:01.445Z;16:36:01
2024-10-16T16:36:02.444Z;0;23.1;3.72;;16:36:02.444Z;16:36:02
2024-10-16T16:36:03.447Z;0;23.1;3.72;;16:36:03.447Z;16:36:03
2024-10-16T16:36:04.445Z;0;23.3;3.72;;16:36:04.445Z;16:36:04
2024-10-16T16:36:05.447Z;0;23.3;3.72;;16:36:05.447Z;16:36:05
2024-10-16T16:36:06.455Z;0;23.4;3.72;;16:36:06.455Z;16:36:06
2024-10-16T16:36:07.447Z;0;23.4;3.72;;16:36:07.447Z;16:36:07
2024-10-16T16:36:08.448Z;0;23.4;3.72;;16:36:08.448Z;16:36:08
2024-10-16T16:36:09.494Z;0;23.1;3.72;;16:36:09.494Z;16:36:09
2024-10-16T16:36:10.448Z;0;23.3;3.72;;16:36:10.448Z;16:36:10
2024-10-16T16:36:11.466Z;0;23.3;3.72;;16:36:11.466Z;16:36:11
2024-10-16T16:36:12.451Z;0;23.3;3.72;;16:36:12.451Z;16:36:12
2024-10-16T16:36:13.466Z;0;23.3;3.72;;16:36:13.466Z;16:36:13
2024-10-16T16:36:14.494Z;0;23.1;3.72;;16:36:14.494Z;16:36:14
2024-10-16T16:36:15.447Z;0;23.3;3.72;;16:36:15.447Z;16:36:15
2024-10-16T16:36:16.454Z;0;23.5;3.72;;16:36:16.454Z;16:36:16
2024-10-16T16:36:17.449Z;0;23.5;3.72;;16:36:17.449Z;16:36:17
2024-10-16T16:36:18.491Z;0;23.5;3.72;;16:36:18.491Z;16:36:18
2024-10-16T16:36:19.447Z;0;23.4;3.72;;16:36:19.447Z;16:36:19
2024-10-16T16:36:20.494Z;0;23.1;3.72;;16:36:20.494Z;16:36:20
2024-10-16T16:36:21.494Z;0;23.3;3.72;;16:36:21.494Z;16:36:21
2024-10-16T16:36:22.451Z;0;23.3;3.72;;16:36:22.451Z;16:36:22
2024-10-16T16:36:23.452Z;0;23.3;3.72;;16:36:23.452Z;16:36:23
2024-10-16T16:36:24.467Z;0;23.3;3.72;;16:36:24.467Z;16:36:24
2024-10-16T16:36:25.446Z;0;23.1;3.72;;16:36:25.446Z;16:36:25
2024-10-16T16:36:26.447Z;0;22.8;3.72;;16:36:26.447Z;16:36:26
2024-10-16T16:36:27.464Z;0;22.8;3.72;;16:36:27.464Z;16:36:27
2024-10-16T16:36:28.446Z;0;22.8;3.72;;16:36:28.446Z;16:36:28
2024-10-16T16:36:29.447Z;0;22.9;3.72;;16:36:29.447Z;16:36:29
2024-10-16T16:36:30.452Z;0;22.9;3.72;;16:36:30.452Z;16:36:30
2024-10-16T16:36:31.447Z;0;22.7;3.72;;16:36:31.447Z;16:36:31
2024-10-16T16:36:32.448Z;0;22.9;3.72;;16:36:32.448Z;16:36:32
2024-10-16T16:36:33.453Z;0;22.9;3.72;;16:36:33.453Z;16:36:33
2024-10-16T16:36:34.446Z;0;22.9;3.72;;16:36:34.446Z;16:36:34
2024-10-16T16:36:35.446Z;0;22.9;3.72;;16:36:35.446Z;16:36:35
2024-10-16T16:36:36.446Z;0;23;3.72;;16:36:36.446Z;16:36:36
2024-10-16T16:36:37.459Z;0;23;3.72;;16:36:37.459Z;16:36:37
2024-10-16T16:36:38.454Z;0;23;3.72;;16:36:38.454Z;16:36:38
2024-10-16T16:36:39.449Z;0;23;3.72;;16:36:39.449Z;16:36:39
2024-10-16T16:36:40.463Z;0;23.3;3.72;;16:36:40.463Z;16:36:40
2024-10-16T16:36:41.451Z;0;23.3;3.72;;16:36:41.451Z;16:36:41
2024-10-16T16:36:42.443Z;0;23.1;3.72;;16:36:42.443Z;16:36:42
2024-10-16T16:36:43.459Z;0;23.1;3.72;;16:36:43.459Z;16:36:43
2024-10-16T16:36:44.449Z;0;23.1;3.72;;16:36:44.449Z;16:36:44
2024-10-16T16:36:45.446Z;0;23.3;3.72;;16:36:45.446Z;16:36:45
2024-10-16T16:36:46.445Z;0;23.8;3.72;;16:36:46.445Z;16:36:46
2024-10-16T16:36:47.451Z;0;23.7;3.72;;16:36:47.451Z;16:36:47
2024-10-16T16:36:48.445Z;0;23.7;3.72;;16:36:48.445Z;16:36:48
2024-10-16T16:36:49.449Z;0;23.7;3.72;;16:36:49.449Z;16:36:49
2024-10-16T16:36:50.445Z;0;23.4;3.72;;16:36:50.445Z;16:36:50
2024-10-16T16:36:51.448Z;0;23.6;3.72;;16:36:51.448Z;16:36:51
2024-10-16T16:36:52.446Z;0;23.5;3.72;;16:36:52.446Z;16:36:52
2024-10-16T16:36:53.445Z;0;23.5;3.72;;16:36:53.445Z;16:36:53
2024-10-16T16:36:54.445Z;0;23.5;3.72;;16:36:54.445Z;16:36:54
2024-10-16T16:36:55.458Z;0;23.2;3.72;;16:36:55.458Z;16:36:55
2024-10-16T16:36:56.450Z;0;23;3.72;;16:36:56.450Z;16:36:56
2024-10-16T16:36:57.444Z;0;23.3;3.72;;16:36:57.444Z;16:36:57
2024-10-16T16:36:58.446Z;0;23.3;3.72;;16:36:58.446Z;16:36:58
2024-10-16T16:36:59.450Z;0;23.3;3.72;;16:36:59.450Z;16:36:59
2024-10-16T16:37:00.449Z;0;23.4;3.72;;16:37:00.449Z;16:37:00
2024-10-16T16:37:01.447Z;0;23.1;3.72;;16:37:01.447Z;16:37:01
2024-10-16T16:37:02.445Z;0;23.4;3.72;;16:37:02.445Z;16:37:02
2024-10-16T16:37:03.446Z;0;23.5;3.72;;16:37:03.446Z;16:37:03
2024-10-16T16:37:04.447Z;0;23.5;3.72;;16:37:04.447Z;16:37:04
2024-10-16T16:37:05.449Z;0;23.6;3.72;;16:37:05.449Z;16:37:05
2024-10-16T16:37:06.444Z;0;23.4;3.72;;16:37:06.444Z;16:37:06
2024-10-16T16:37:07.455Z;0;23.1;3.72;;16:37:07.455Z;16:37:07
2024-10-16T16:37:08.444Z;0;23.2;3.72;;16:37:08.444Z;16:37:08
2024-10-16T16:37:09.444Z;0;23.2;3.72;;16:37:09.444Z;16:37:09
2024-10-16T16:37:10.484Z;0;23.2;3.72;;16:37:10.484Z;16:37:10
2024-10-16T16:37:11.443Z;0;23.2;3.72;;16:37:11.443Z;16:37:11
2024-10-16T16:37:12.444Z;0;23;3.72;;16:37:12.444Z;16:37:12
2024-10-16T16:37:13.444Z;0;22.9;3.72;;16:37:13.444Z;16:37:13
2024-10-16T16:37:14.443Z;0;22.9;3.72;;16:37:14.443Z;16:37:14
2024-10-16T16:37:15.445Z;0;23.1;3.72;;16:37:15.445Z;16:37:15
2024-10-16T16:37:16.443Z;0;23.1;3.72;;16:37:16.443Z;16:37:16
2024-10-16T16:37:17.457Z;0;23.1;3.72;;16:37:17.457Z;16:37:17
2024-10-16T16:37:18.459Z;0;23.1;3.72;;16:37:18.459Z;16:37:18
2024-10-16T16:37:19.464Z;0;23.1;3.72;;16:37:19.464Z;16:37:19
2024-10-16T16:37:20.445Z;0;23.1;3.72;;16:37:20.445Z;16:37:20
2024-10-16T16:37:21.447Z;0;23.3;3.72;;16:37:21.447Z;16:37:21
2024-10-16T16:37:22.442Z;0;23.3;3.72;;16:37:22.442Z;16:37:22
2024-10-16T16:37:23.443Z;0;23.3;3.72;;16:37:23.443Z;16:37:23
2024-10-16T16:37:24.450Z;0;23.3;3.72;;16:37:24.450Z;16:37:24
2024-10-16T16:37:25.445Z;0;23.1;3.72;;16:37:25.445Z;16:37:25
2024-10-16T16:37:26.465Z;0;23.3;3.72;;16:37:26.465Z;16:37:26
2024-10-16T16:37:27.455Z;0;23.5;3.72;;16:37:27.455Z;16:37:27
2024-10-16T16:37:28.458Z;0;23.5;3.72;;16:37:28.458Z;16:37:28
2024-10-16T16:37:29.449Z;0;23.6;3.72;;16:37:29.449Z;16:37:29
2024-10-16T16:37:30.469Z;0;23.6;3.72;;16:37:30.469Z;16:37:30
2024-10-16T16:37:31.458Z;0;23.5;3.72;;16:37:31.458Z;16:37:31
2024-10-16T16:37:32.449Z;0;23.8;3.72;;16:37:32.449Z;16:37:32
2024-10-16T16:37:33.522Z;0;23.8;3.72;;16:37:33.522Z;16:37:33
2024-10-16T16:37:34.451Z;0;23.8;3.72;;16:37:34.451Z;16:37:34
2024-10-16T16:37:35.499Z;0;23.9;3.72;;16:37:35.499Z;16:37:35
2024-10-16T16:37:36.480Z;0;23.6;3.72;;16:37:36.480Z;16:37:36
2024-10-16T16:37:37.495Z;0;23.6;3.72;;16:37:37.495Z;16:37:37
2024-10-16T16:37:38.469Z;0;23.8;3.72;;16:37:38.469Z;16:37:38
2024-10-16T16:37:39.513Z;0;23.7;3.72;;16:37:39.513Z;16:37:39
2024-10-16T16:37:40.451Z;0;23.7;3.72;;16:37:40.451Z;16:37:40
2024-10-16T16:37:41.465Z;0;23.5;3.72;;16:37:41.465Z;16:37:41
2024-10-16T16:37:42.493Z;0;23.3;3.72;;16:37:42.493Z;16:37:42
2024-10-16T16:37:43.460Z;0;23.5;3.72;;16:37:43.460Z;16:37:43
2024-10-16T16:37:44.450Z;0;23.5;3.72;;16:37:44.450Z;16:37:44
2024-10-16T16:37:45.551Z;0;23.5;3.72;;16:37:45.551Z;16:37:45
2024-10-16T16:37:46.447Z;0;23.5;3.72;;16:37:46.447Z;16:37:46
2024-10-16T16:37:47.450Z;0;23.3;3.72;;16:37:47.450Z;16:37:47
2024-10-16T16:37:48.506Z;0;23.1;3.72;;16:37:48.506Z;16:37:48
2024-10-16T16:37:49.445Z;0;23.1;3.72;;16:37:49.445Z;16:37:49
2024-10-16T16:37:50.449Z;0;23.1;3.72;;16:37:50.449Z;16:37:50
2024-10-16T16:37:51.455Z;0;23.2;3.72;;16:37:51.455Z;16:37:51
2024-10-16T16:37:52.445Z;0;23.2;3.72;;16:37:52.445Z;16:37:52
2024-10-16T16:37:53.449Z;0;22.9;3.72;;16:37:53.449Z;16:37:53
2024-10-16T16:37:54.454Z;0;22.8;3.72;;16:37:54.454Z;16:37:54
2024-10-16T16:37:55.473Z;0;22.8;3.72;;16:37:55.473Z;16:37:55
2024-10-16T16:37:56.450Z;0;23;3.72;;16:37:56.450Z;16:37:56
2024-10-16T16:37:57.455Z;0;23;3.72;;16:37:57.455Z;16:37:57
2024-10-16T16:37:58.444Z;0;23;3.72;;16:37:58.444Z;16:37:58
2024-10-16T16:37:59.449Z;0;22.9;3.72;;16:37:59.449Z;16:37:59
2024-10-16T16:38:00.449Z;0;22.9;3.72;;16:38:00.449Z;16:38:00
2024-10-16T16:38:01.445Z;0;22.9;3.72;;16:38:01.445Z;16:38:01
2024-10-16T16:38:02.443Z;0;23.2;3.72;;16:38:02.443Z;16:38:02
2024-10-16T16:38:03.455Z;0;23.2;3.72;;16:38:03.455Z;16:38:03
2024-10-16T16:38:04.445Z;0;23.3;3.72;;16:38:04.445Z;16:38:04
2024-10-16T16:38:05.450Z;0;23.3;3.72;;16:38:05.450Z;16:38:05
2024-10-16T16:38:06.442Z;0;23.1;3.72;;16:38:06.442Z;16:38:06
2024-10-16T16:38:07.445Z;0;23.4;3.72;;16:38:07.445Z;16:38:07
2024-10-16T16:38:08.450Z;0;23.6;3.72;;16:38:08.450Z;16:38:08
2024-10-16T16:38:09.438Z;0;23.6;3.72;;16:38:09.438Z;16:38:09
2024-10-16T16:38:10.444Z;0;23.7;3.72;;16:38:10.444Z;16:38:10
2024-10-16T16:38:11.452Z;0;23.7;3.72;;16:38:11.452Z;16:38:11
2024-10-16T16:38:12.438Z;0;23.7;3.72;;16:38:12.438Z;16:38:12
2024-10-16T16:38:13.444Z;0;24;3.72;;16:38:13.444Z;16:38:13
2024-10-16T16:38:14.450Z;0;24;3.72;;16:38:14.450Z;16:38:14
2024-10-16T16:38:15.440Z;0;24;3.72;;16:38:15.440Z;16:38:15
2024-10-16T16:38:16.445Z;0;24;3.72;;16:38:16.445Z;16:38:16
2024-10-16T16:38:17.451Z;0;23.8;3.72;;16:38:17.451Z;16:38:17
2024-10-16T16:38:18.456Z;0;23.8;3.72;;16:38:18.456Z;16:38:18
2024-10-16T16:38:19.446Z;0;23.8;3.72;;16:38:19.446Z;16:38:19
2024-10-16T16:38:20.442Z;0;23.8;3.72;;16:38:20.442Z;16:38:20
2024-10-16T16:38:21.456Z;0;23.8;3.72;;16:38:21.456Z;16:38:21
2024-10-16T16:38:22.446Z;0;23.6;3.72;;16:38:22.446Z;16:38:22
2024-10-16T16:38:23.450Z;0;23.3;3.72;;16:38:23.450Z;16:38:23
2024-10-16T16:38:24.455Z;0;23.5;3.72;;16:38:24.455Z;16:38:24
2024-10-16T16:38:25.446Z;0;23.6;3.72;;16:38:25.446Z;16:38:25
2024-10-16T16:38:26.450Z;0;23.6;3.72;;16:38:26.450Z;16:38:26
2024-10-16T16:38:27.455Z;0;23.6;3.72;;16:38:27.455Z;16:38:27
2024-10-16T16:38:28.445Z;0;23.4;3.72;;16:38:28.445Z;16:38:28
2024-10-16T16:38:29.450Z;0;23.3;3.72;;16:38:29.450Z;16:38:29
2024-10-16T16:38:30.437Z;0;23.3;3.72;;16:38:30.437Z;16:38:30
2024-10-16T16:38:31.446Z;0;23.4;3.72;;16:38:31.446Z;16:38:31
2024-10-16T16:38:32.444Z;0;23.3;3.72;;16:38:32.444Z;16:38:32
2024-10-16T16:38:33.439Z;0;23.3;3.72;;16:38:33.439Z;16:38:33
2024-10-16T16:38:34.445Z;0;23.2;3.72;;16:38:34.445Z;16:38:34
2024-10-16T16:38:35.451Z;0;23.1;3.72;;16:38:35.451Z;16:38:35
2024-10-16T16:38:36.456Z;0;23.1;3.72;;16:38:36.456Z;16:38:36
2024-10-16T16:38:37.445Z;0;23.3;3.72;;16:38:37.445Z;16:38:37
2024-10-16T16:38:38.439Z;0;23.3;3.72;;16:38:38.439Z;16:38:38
2024-10-16T16:38:39.454Z;0;23.3;3.72;;16:38:39.454Z;16:38:39
2024-10-16T16:38:40.445Z;0;23.3;3.72;;16:38:40.445Z;16:38:40
2024-10-16T16:38:41.451Z;0;23.2;3.72;;16:38:41.451Z;16:38:41
2024-10-16T16:38:42.456Z;0;23.3;3.72;;16:38:42.456Z;16:38:42
2024-10-16T16:38:43.459Z;0;23.5;3.72;;16:38:43.459Z;16:38:43
2024-10-16T16:38:44.452Z;0;23.5;3.72;;16:38:44.452Z;16:38:44
2024-10-16T16:38:45.441Z;0;23.5;3.72;;16:38:45.441Z;16:38:45
2024-10-16T16:38:46.445Z;0;23.5;3.72;;16:38:46.445Z;16:38:46
2024-10-16T16:38:47.452Z;0;23.3;3.72;;16:38:47.452Z;16:38:47
2024-10-16T16:38:48.456Z;0;23.6;3.72;;16:38:48.456Z;16:38:48
2024-10-16T16:38:49.449Z;0;23.8;3.72;;16:38:49.449Z;16:38:49
2024-10-16T16:38:50.437Z;0;23.8;3.72;;16:38:50.437Z;16:38:50
2024-10-16T16:38:51.440Z;0;23.8;3.72;;16:38:51.440Z;16:38:51
2024-10-16T16:38:52.446Z;0;23.8;3.72;;16:38:52.446Z;16:38:52
2024-10-16T16:38:53.450Z;0;23.8;3.72;;16:38:53.450Z;16:38:53
2024-10-16T16:38:54.450Z;0;24.1;3.72;;16:38:54.450Z;16:38:54
2024-10-16T16:38:55.445Z;0;24.1;3.72;;16:38:55.445Z;16:38:55
2024-10-16T16:38:56.436Z;0;24.1;3.72;;16:38:56.436Z;16:38:56
2024-10-16T16:38:57.456Z;0;24.1;3.72;;16:38:57.456Z;16:38:57
2024-10-16T16:38:58.445Z;0;23.9;3.72;;16:38:58.445Z;16:38:58
2024-10-16T16:38:59.450Z;0;23.9;3.72;;16:38:59.450Z;16:38:59
2024-10-16T16:39:00.441Z;0;23.9;3.72;;16:39:00.441Z;16:39:00
2024-10-16T16:39:01.445Z;0;23.9;3.72;;16:39:01.445Z;16:39:01
2024-10-16T16:39:02.453Z;0;24;3.72;;16:39:02.453Z;16:39:02
2024-10-16T16:39:03.439Z;0;23.8;3.72;;16:39:03.439Z;16:39:03
2024-10-16T16:39:04.446Z;0;23.6;3.72;;16:39:04.446Z;16:39:04
2024-10-16T16:39:05.485Z;0;23.7;3.72;;16:39:05.485Z;16:39:05
2024-10-16T16:39:06.438Z;0;23.8;3.72;;16:39:06.438Z;16:39:06
2024-10-16T16:39:07.461Z;0;23.7;3.72;;16:39:07.461Z;16:39:07
2024-10-16T16:39:08.450Z;0;23.7;3.72;;16:39:08.450Z;16:39:08
2024-10-16T16:39:09.448Z;0;23.5;3.72;;16:39:09.448Z;16:39:09
2024-10-16T16:39:10.548Z;0;23.5;3.72;;16:39:10.548Z;16:39:10
2024-10-16T16:39:11.457Z;0;23.4;3.72;;16:39:11.457Z;16:39:11
2024-10-16T16:39:12.456Z;0;23.4;3.72;;16:39:12.456Z;16:39:12
2024-10-16T16:39:13.463Z;0;23.4;3.72;;16:39:13.463Z;16:39:13
2024-10-16T16:39:14.451Z;0;23.3;3.72;;16:39:14.451Z;16:39:14
2024-10-16T16:39:15.475Z;0;23.1;3.72;;16:39:15.475Z;16:39:15
2024-10-16T16:39:16.454Z;0;23.1;3.72;;16:39:16.454Z;16:39:16
2024-10-16T16:39:17.461Z;0;23.1;3.72;;16:39:17.461Z;16:39:17
2024-10-16T16:39:18.435Z;0;23.3;3.72;;16:39:18.435Z;16:39:18
2024-10-16T16:39:19.450Z;0;23.3;3.72;;16:39:19.450Z;16:39:19
2024-10-16T16:39:20.444Z;0;23.3;3.72;;16:39:20.444Z;16:39:20
2024-10-16T16:39:21.544Z;0;23.3;3.72;;16:39:21.544Z;16:39:21
2024-10-16T16:39:22.648Z;0;23.3;3.72;;16:39:22.648Z;16:39:22
2024-10-16T16:39:23.439Z;0;23.5;3.72;;16:39:23.439Z;16:39:23
2024-10-16T16:39:24.479Z;0;23.7;3.72;;16:39:24.479Z;16:39:24
2024-10-16T16:39:25.445Z;0;23.7;3.72;;16:39:25.445Z;16:39:25
2024-10-16T16:39:26.448Z;0;23.7;3.72;;16:39:26.448Z;16:39:26
2024-10-16T16:39:27.440Z;0;23.7;3.72;;16:39:27.440Z;16:39:27
2024-10-16T16:39:28.554Z;0;23.5;3.72;;16:39:28.554Z;16:39:28
2024-10-16T16:39:29.443Z;0;23.7;3.72;;16:39:29.443Z;16:39:29
2024-10-16T16:39:30.442Z;0;24;3.72;;16:39:30.442Z;16:39:30
2024-10-16T16:39:31.433Z;0;24;3.72;;16:39:31.433Z;16:39:31
2024-10-16T16:39:32.442Z;0;24;3.72;;16:39:32.442Z;16:39:32
2024-10-16T16:39:33.441Z;0;23.7;3.72;;16:39:33.441Z;16:39:33
2024-10-16T16:39:34.446Z;0;23.7;3.72;;16:39:34.446Z;16:39:34
2024-10-16T16:39:35.452Z;0;24;3.72;;16:39:35.452Z;16:39:35
2024-10-16T16:39:36.436Z;0;24;3.72;;16:39:36.436Z;16:39:36
2024-10-16T16:39:37.446Z;0;24;3.72;;16:39:37.446Z;16:39:37
2024-10-16T16:39:38.433Z;0;24.1;3.72;;16:39:38.433Z;16:39:38
2024-10-16T16:39:39.441Z;0;23.8;3.72;;16:39:39.441Z;16:39:39
2024-10-16T16:39:40.445Z;0;23.8;3.72;;16:39:40.445Z;16:39:40
2024-10-16T16:39:41.487Z;0;23.8;3.72;;16:39:41.487Z;16:39:41
2024-10-16T16:39:42.480Z;0;23.8;3.72;;16:39:42.480Z;16:39:42
2024-10-16T16:39:43.460Z;0;23.8;3.72;;16:39:43.460Z;16:39:43
2024-10-16T16:39:44.432Z;0;23.6;3.72;;16:39:44.432Z;16:39:44
2024-10-16T16:39:45.441Z;0;23.4;3.72;;16:39:45.441Z;16:39:45
2024-10-16T16:39:46.445Z;0;23.6;3.72;;16:39:46.445Z;16:39:46
2024-10-16T16:39:47.438Z;0;23.5;3.72;;16:39:47.438Z;16:39:47
2024-10-16T16:39:48.440Z;0;23.9;3.72;;16:39:48.440Z;16:39:48
2024-10-16T16:39:49.446Z;0;23.9;3.72;;16:39:49.446Z;16:39:49
2024-10-16T16:39:50.452Z;0;23.7;3.72;;16:39:50.452Z;16:39:50
2024-10-16T16:39:51.432Z;0;23.7;3.72;;16:39:51.432Z;16:39:51
2024-10-16T16:39:52.446Z;0;23.7;3.72;;16:39:52.446Z;16:39:52
2024-10-16T16:39:53.432Z;0;23.7;3.72;;16:39:53.432Z;16:39:53
2024-10-16T16:39:54.440Z;0;23.7;3.72;;16:39:54.440Z;16:39:54
2024-10-16T16:39:55.438Z;0;23.7;3.72;;16:39:55.438Z;16:39:55
2024-10-16T16:39:56.435Z;0;23.4;3.72;;16:39:56.435Z;16:39:56
2024-10-16T16:39:57.443Z;0;23.5;3.72;;16:39:57.443Z;16:39:57
2024-10-16T16:39:58.445Z;0;23.1;3.72;;16:39:58.445Z;16:39:58
2024-10-16T16:39:59.453Z;0;23.3;3.72;;16:39:59.453Z;16:39:59
2024-10-16T16:40:00.440Z;0;23.3;3.72;;16:40:00.440Z;16:40:00
2024-10-16T16:40:01.446Z;0;23.3;3.72;;16:40:01.446Z;16:40:01
