Date;RPM;Temperatura;Potencia
16:34:03;0;23.1;0
16:34:04;0;23.1;0
16:34:05;0;23.1;0
16:34:06;0;23.1;0
16:34:07;0;23.1;0
16:34:08;0;23.1;0
16:34:09;0;23.1;0
16:34:10;0;23.1;0
16:34:11;0;23.1;0
16:34:12;0;23.1;0
16:34:13;0;23.1;0
16:34:14;0;23.1;0
16:34:15;0;23.1;0
16:34:16;0;23.1;0
16:34:17;0;23.1;0
16:34:18;0;23.1;0
16:34:19;0;23.1;0
16:34:20;0;23.1;0
16:34:21;0;23.1;0
16:34:22;0;23.1;0
16:34:23;0;23.1;0
16:34:24;0;23.2;0
16:34:25;0;23.1;0
16:34:26;0;23.2;0
16:34:27;0;23.1;0
16:34:28;0;23.1;0
16:34:29;0;23.1;0
16:34:30;0;23.1;0
16:34:31;0;23.1;0
16:34:32;0;23.1;0
16:34:33;0;23.1;0
16:34:34;0;23.1;0
16:34:35;0;23.1;0
16:34:36;0;23.1;0
16:34:37;0;23.2;0
16:34:38;0;23.2;0
16:34:39;0;23.2;0
16:34:40;0;23.2;0
16:34:41;0;23.2;0
16:34:42;0;23.2;0
16:34:43;0;23.2;0
16:34:44;0;23.2;0
16:34:45;0;23.2;0
16:34:46;0;23.2;0
16:34:47;0;23.2;0
16:34:48;0;23.2;0
16:34:49;0;23.2;0
16:34:50;0;23.2;0
16:34:51;0;23.2;0
16:34:52;0;23.2;0
16:34:53;0;23.2;0
16:34:54;0;23.2;0
16:34:55;0;23.2;0
16:34:56;0;23.2;0
16:34:57;0;23.2;0
16:34:58;0;23.2;0
16:34:59;0;23.2;0
16:35:00;0;23.2;0
16:35:01;0;23.2;0
16:35:02;0;23.2;0
16:35:03;0;23.2;0
16:35:04;0;23.2;0
16:35:05;0;23.2;0
16:35:06;0;23.2;0
16:35:07;0;23.2;0
16:35:08;0;23.2;0
16:35:09;0;23.2;0
16:35:10;0;23.2;0
16:35:11;0;23.2;0
16:35:12;0;23.2;0
16:35:13;0;23.2;0
16:35:14;0;23.2;0
16:35:15;0;23.2;0
16:35:16;0;23.2;0
16:35:17;0;23.2;0
16:35:18;0;23.2;0
16:35:19;0;23.2;0
16:35:20;0;23.2;0
16:35:21;0;23.2;0
16:35:22;0;23.2;0
16:35:23;0;23.2;0
16:35:24;0;23.2;0
16:35:25;0;23.2;0
16:35:26;0;23.2;0
16:35:27;0;23.2;0
16:35:28;0;23.2;0
16:35:29;0;23.2;0
16:35:30;0;23.2;0
16:35:31;0;23.2;0
16:35:32;0;23.2;0
16:35:33;0;23.2;0
16:35:34;0;23.2;0
16:35:35;0;23.2;0
16:35:36;0;23.2;0
16:35:37;0;23.2;0
16:35:38;0;23.2;0
16:35:39;0;23.2;0
16:35:40;0;23.2;0
16:35:41;0;23.2;0
16:35:42;0;23.2;0
16:35:43;0;23.2;0
16:35:44;0;23.2;0
16:35:45;0;23.2;0
16:35:46;0;23.2;0
16:35:47;0;23.2;0
16:35:48;0;23.2;0
16:35:49;0;23.2;0
16:35:50;0;23.2;0
16:35:51;0;23.2;0
16:35:52;0;23.2;0
16:35:53;0;23.2;0
16:35:54;0;23.2;0
16:35:55;0;23.2;0
16:35:56;0;23.2;0
16:35:57;0;23.2;0
16:35:58;0;23.2;0
16:35:59;0;23.2;0
16:36:00;0;23.2;0
16:36:01;0;23.2;0
16:36:02;0;23.2;0
16:36:03;0;23.2;0
16:36:04;0;23.2;0
16:36:05;0;23.2;0
16:36:06;0;23.2;0
16:36:07;0;23.2;0
16:36:08;0;23.2;0
16:36:09;0;23.2;0
16:36:10;0;23.2;0
16:36:11;0;23.2;0
16:36:12;0;23.2;0
16:36:13;0;23.2;0
16:36:14;0;23.2;0
16:36:15;0;23.2;0
16:36:16;0;23.2;0
16:36:17;120;23.2;18.60
16:36:18;1440;23.3;18.60
16:36:19;2100;23.5;18.60
16:36:20;2280;23.6;18.60
16:36:21;2400;23.8;18.60
16:36:22;2460;24;18.60
16:36:23;2460;24.2;18.60
16:36:24;2460;24.4;18.60
16:36:25;2520;24.6;18.60
16:36:26;2520;24.8;18.60
16:36:27;2520;25.1;18.60
16:36:28;2580;25.2;18.60
16:36:29;2580;25.3;18.60
16:36:30;2580;25.3;18.60
16:36:31;2640;25.4;18.60
16:36:32;2640;25.4;18.60
16:36:33;2700;25.5;18.60
16:36:34;2700;25.5;18.60
16:36:35;2700;25.5;18.60
16:36:36;2760;25.6;18.60
16:36:37;2760;25.6;18.60
16:36:38;2820;25.6;18.60
16:36:39;2820;25.6;18.60
16:36:40;2820;25.7;18.60
16:36:41;2880;25.7;18.60
16:36:42;2940;25.7;18.60
16:36:43;2940;25.8;18.60
16:36:44;2940;25.8;18.60
16:36:45;3000;25.8;18.60
16:36:46;3000;25.9;18.60
16:36:47;3060;25.9;18.60
16:36:48;3060;25.9;18.60
16:36:49;3120;26;18.60
16:36:50;3120;26;18.60
16:36:51;3120;26.1;18.60
16:36:52;3180;26.1;18.60
16:36:53;3180;26.1;18.60
16:36:54;3240;26.2;18.60
16:36:55;3240;26.2;18.60
16:36:56;3240;26.2;18.60
16:36:57;3300;26.3;18.60
16:36:58;3300;26.3;18.60
16:36:59;3360;26.3;18.60
16:37:00;3360;26.4;18.60
16:37:01;3420;26.4;18.60
16:37:02;3420;26.5;18.60
16:37:03;3480;26.5;18.60
16:37:04;3480;26.5;18.60
16:37:05;3480;26.6;18.60
16:37:06;3540;26.6;18.60
16:37:07;3540;26.7;18.60
16:37:08;3540;26.8;18.60
16:37:09;3600;26.8;18.60
16:37:10;3600;26.9;18.60
16:37:11;3600;26.9;18.60
16:37:12;3600;26.9;18.60
16:37:13;3660;27;18.60
16:37:14;3660;27.1;18.60
16:37:15;3720;27.1;18.60
16:37:16;3720;27.2;18.60
16:37:17;3720;27.2;18.60
16:37:18;3720;27.2;18.60
16:37:19;3780;27.3;18.60
16:37:20;3780;27.3;18.60
16:37:21;3780;27.4;18.60
16:37:22;3840;27.4;18.60
16:37:23;3840;27.4;18.60
16:37:24;3840;27.5;18.60
16:37:25;3840;27.5;18.60
16:37:26;3900;27.5;18.60
16:37:27;3900;27.6;18.60
16:37:28;3900;27.6;18.60
