Date;RPM;Temperatura;Potencia
2024-10-02T01:03:36.468Z;0;21;0.00
2024-10-02T01:03:36.967Z;0;21;0.15
2024-10-02T01:03:37.468Z;0;21;18.60
2024-10-02T01:03:37.968Z;0;21;18.60
2024-10-02T01:03:38.467Z;0;21.1;18.60
2024-10-02T01:03:38.968Z;0;21.1;18.60
2024-10-02T01:03:39.468Z;0;21.2;18.60
2024-10-02T01:03:39.967Z;0;21.2;18.60
2024-10-02T01:03:40.467Z;0;21.3;18.60
2024-10-02T01:03:40.968Z;0;21.3;18.60
2024-10-02T01:03:41.468Z;0;21.4;18.60
2024-10-02T01:03:41.967Z;0;21.5;18.60
2024-10-02T01:03:42.468Z;0;21.6;18.60
2024-10-02T01:03:42.968Z;0;21.6;18.60
2024-10-02T01:03:43.468Z;0;21.7;18.60
2024-10-02T01:03:43.967Z;0;21.8;18.60
2024-10-02T01:03:50.828Z;0;22.6;0.00
2024-10-02T01:03:51.327Z;0;22.5;18.60
2024-10-02T01:03:51.827Z;0;22.5;18.60
2024-10-02T01:03:52.327Z;0;22.5;18.60
2024-10-02T01:03:52.827Z;0;22.5;18.60
2024-10-02T01:03:53.326Z;0;22.5;18.60
2024-10-02T01:04:01.806Z;0;22.6;0.15
2024-10-02T01:04:02.305Z;0;22.6;18.60
2024-10-02T01:04:02.804Z;0;22.6;18.60
2024-10-02T01:04:03.305Z;0;22.7;18.60
2024-10-02T01:04:03.805Z;0;22.7;18.60
2024-10-02T01:04:04.305Z;0;22.7;18.60
22:17:26;0;19.8;0
22:17:27;0;19.8;0
22:17:27;0;19.8;0
22:17:28;0;19.8;0
22:17:28;0;19.8;0
22:17:29;0;19.8;0
22:17:29;0;19.8;0
22:17:30;0;19.8;0
22:17:30;0;19.8;0
22:17:31;0;19.9;0
22:17:31;0;19.9;0
22:17:32;0;20;0
22:17:32;0;20;0
22:17:33;0;20.1;0
22:17:33;0;20.1;0
22:17:34;0;20.2;0
22:17:34;0;20.2;0
22:17:35;0;20.3;0
22:17:35;0;20.3;0
22:17:36;0;20.3;0
22:17:36;0;20.3;0
22:17:37;0;20.4;0
22:17:37;0;20.4;0
22:17:38;0;20.4;0
22:17:38;0;20.4;0
22:17:39;0;20.4;0
22:17:39;0;20.4;0
22:17:40;0;20.4;0
22:17:40;0;20.4;0
22:17:41;0;20.4;0
22:17:41;0;20.7;0
22:17:42;0;21.3;0
22:17:42;0;22.1;0
22:17:43;0;22.9;0
22:17:43;0;23.9;0
22:17:44;0;24.9;0
22:17:44;0;25.9;0
22:17:45;0;27;0
22:17:45;0;28.1;0
22:17:46;0;29.2;0
22:17:46;0;30.1;0
22:17:47;0;30.7;0
22:17:47;0;31.1;0
22:17:48;0;31.4;0
22:17:48;0;31.7;0
22:17:49;0;31.9;0
22:17:49;0;32;0
22:17:50;0;32.1;0
22:17:50;0;32.2;0
22:17:51;0;32.3;0
22:17:51;0;32.4;0
22:17:52;0;32.5;0
22:17:52;0;32.5;0
22:17:53;0;32.6;0
22:17:53;0;32.6;0
22:17:54;0;32.6;0
22:17:54;0;32.6;0
22:17:55;0;32.7;0
22:17:55;0;32.7;0
22:17:56;0;32.7;0
22:17:56;0;32.7;0
22:17:57;0;32.7;0
22:17:57;0;32.7;0
22:17:58;0;32.7;0
22:17:58;0;32.6;0
22:17:59;0;32.4;0
22:17:59;0;32.1;0
22:18:00;0;31.8;0
22:18:00;0;31.3;0
22:18:01;0;30.9;0
22:18:01;0;30.4;0
22:18:02;0;29.8;0
22:18:02;0;29.2;0
22:18:03;0;28.5;0
22:18:03;0;27.9;0
22:18:04;0;27.4;0.00
22:18:04;0;26.9;0.15
22:18:05;0;26.4;18.60
22:18:05;0;26;0.00
22:18:06;0;25.6;0.00
22:18:06;0;25.3;0.00
22:18:07;0;25;0.00
22:18:07;0;24.7;0.00
22:18:08;0;24.4;0.00
22:18:08;0;24.2;0.00
22:18:09;0;24;0.00
22:18:09;0;23.8;1.82
22:18:10;0;23.6;1.82
22:18:10;0;23.4;0.00
22:18:11;0;23.3;0.00
22:18:11;0;23.1;0.00
22:18:12;0;23;0.00
22:18:12;0;22.9;0.00
22:18:13;0;22.8;0.07
22:18:13;0;22.7;0.22
22:18:14;0;22.7;0.00
22:18:14;0;22.6;0.00
22:18:15;0;22.5;0.00
22:18:15;0;22.5;0.00
22:18:16;0;22.4;0.00
22:18:16;0;22.3;0.00
22:18:17;0;22.1;0.00
22:18:17;0;22;0.00
22:18:18;0;21.9;0.00
22:18:18;0;21.8;0.00
22:18:19;0;21.6;0.00
22:18:19;0;21.5;0.00
22:18:20;0;21.4;0.00
22:18:20;0;21.3;0.00
22:18:21;0;21.2;0.00
22:18:21;0;21.1;0.00
22:18:22;0;21;0.00
22:18:22;0;20.9;0.00
